pathway,17-002,17-006,17-019,17-023,17-026,17-027,17-030,17-034,17-040,17-041,17-042,17-043,17-045,17-047,17-054,17-055,17-057,17-058,17-060,17-061
Signaling pathways regulating pluripotency of stem cells,0.321140703463172,0.3619541806195624,0.32638929151386675,0.3005639261355929,0.3749775270446529,0.31852570268888547,0.3635566378702503,0.34599551608598184,0.4158944074003065,0.34930544846086353,0.3544783189987635,0.3306647511013326,0.32534339880378677,0.3340261027364212,0.3553726607397955,0.3701680830434154,0.32958131477544345,0.2858653754118094,0.29941546697941473,0.34087548362356956
Sphingolipid signaling pathway,0.3617896032230827,0.2867434631423371,0.3586300017839387,0.3344814896283501,0.2967784198576613,0.2597911120032259,0.32937587907545285,0.3386590454570675,0.3435850242373625,0.32212464780174066,0.40336688950738225,0.3087890477164309,0.3073189848157692,0.23716899417631496,0.3483259721053271,0.439574065281077,0.28226894376856027,0.23951734828816593,0.2997671612695982,0.36222446493977983
Staphylococcus aureus infection,0.35356389130126015,0.3433037509764195,0.31018574982388525,0.3598410991428425,0.39399560833918923,0.3034636015790538,0.39004529883536126,0.3846671371166844,0.37329052773905075,0.33943244343107576,0.41475166788904183,0.3285023548590613,0.361951435133338,0.30937269517418947,0.33415335843162247,0.4037749025715392,0.2630920925271052,0.3036918957809196,0.3377461185739785,0.3358506348511128
Sulfur relay system,0.4497265784774467,0.3278788008177402,0.48787071699629614,0.4602121835969612,0.45583015463154064,0.5575546672704901,0.5151901570110067,0.5309675271118244,0.3522260558705419,0.3367152044345252,0.49513928534434,0.36819335802788805,0.3246878464378493,0.34180203302869083,0.3549969019370074,0.4270677727553515,0.38643885708541087,0.4335585165543718,0.2995818019445534,0.3427036149740686
Synaptic vesicle cycle,0.23492619551759128,0.22013905853276253,0.2854441584817392,0.2514111064337912,0.19582989517225224,0.2561396856391548,0.2573574185146418,0.20909202714901154,0.20052323895757074,0.270229764182436,0.23397265036219883,0.25706572415749707,0.2483220383395363,0.23159679946492806,0.2271331115964953,0.25311685082931035,0.2900927710826035,0.2608174968056075,0.25225371581523925,0.342900570170869
Systemic lupus erythematosus,0.07945683460515049,0.07624561632286407,0.15685650929798783,0.09658905418531269,0.11296338871778135,0.11385900512864798,0.15245351950057356,0.11744936934367893,0.158935635672334,0.1509207272009565,0.1414500461956454,0.14283411076125496,0.14374655919383622,0.0976020521856374,0.18188367998606328,0.15827791581907627,0.1316007203791277,0.08726459674384672,0.09554214916562394,0.12963315572992634
Taste transduction,0.11451185937814827,0.12252377397619581,0.09763541686276786,0.11391135944213572,0.10267980628236947,0.10035433098141285,0.09415855995092877,0.1201109637484441,0.10926065133595415,0.1131023172399746,0.12220663624740975,0.1144638078970965,0.11355967955062801,0.12030478755359957,0.12769586134044966,0.10572229858736258,0.10021426702660421,0.11254822551674487,0.11729538762498999,0.10230844026063567
Th1 and Th2 cell differentiation,0.44249085308450115,0.36100598277635065,0.47645014645793476,0.3684201714646041,0.3959209306531903,0.35056522861848977,0.41101952230806676,0.38460576808736313,0.5309094981051021,0.3763152576749888,0.3300521279840341,0.39518104897793555,0.47096451194700006,0.3880324348239551,0.4469347173818133,0.37053475344068315,0.4831242255057839,0.2452402116267363,0.29280881875155934,0.44793650045204314
Th17 cell differentiation,0.3325193644469961,0.40423301102291886,0.3169274701109655,0.24852350124481953,0.24088295462666967,0.274493313293993,0.3366585494569899,0.31074391328945566,0.38836324629700886,0.3842932262636787,0.25680056541568597,0.3079018985413119,0.3600626780629882,0.3661411214704089,0.4233494701182972,0.35428266599006786,0.47187158912245086,0.35943837181556637,0.2907968404142486,0.4055919526417149
Toxoplasmosis,0.442782366305355,0.39296784078667607,0.5032507018501359,0.3939976978518455,0.3934758542699812,0.37024393037518144,0.4189867268997773,0.4635979708031739,0.5129727917881355,0.4566527537975349,0.43287624516076545,0.47899174343538525,0.44956778875576386,0.4049705973132676,0.5202186431985045,0.552008950800187,0.43612094312884336,0.24942587191578744,0.38550143501190975,0.46596543358713216
Transcriptional misregulation in cancer,0.6415192306810766,0.4609527451521562,0.7445730624516627,0.6246857182370467,0.41630486754209195,0.44681051042442976,0.5912572906524151,0.5171561802797211,0.5640237274314674,0.2895649463307031,0.7355771229601763,0.36016910182745243,0.38173774437478464,0.22292286934346672,0.42173428669255225,0.7812145395652673,0.21449270121929212,0.09262242728286565,0.16691754927610664,0.5883620380966842
Tuberculosis,0.33612994321701306,0.3231866510745518,0.3199751194932879,0.37035287259801797,0.330843780104036,0.2961457191998799,0.38931445078685595,0.3790196351228765,0.3655748084756409,0.2918849348403599,0.39299742062450504,0.32893890917193513,0.29004924768399803,0.25893314962719544,0.34929820992155125,0.46411420651251584,0.30587397538443983,0.20127233907680853,0.29303529985800697,0.39343042006254586
Type I diabetes mellitus,0.43421743896885057,0.3738502899853835,0.42561464522657816,0.3904076818558031,0.4547911204788596,0.250891720694019,0.35264278167033525,0.36803905853911295,0.5345851384923311,0.3543537891555162,0.5897217714134466,0.4478220011138685,0.32562176700507484,0.3238084900042258,0.4699129701707893,0.5277841509134465,0.3100364846004522,0.2962507224813804,0.3882178211226135,0.33666498262479116
Type II diabetes mellitus,0.5100325354623402,0.5377866670836572,0.4151029536558855,0.5348048817341208,0.5025693923278323,0.4708495283988698,0.44021363693694887,0.5137987745328654,0.5399356790684585,0.5368520235279954,0.5810665200110788,0.49351021869983347,0.4905040980402147,0.5297617932559051,0.5091456882574026,0.550208222113453,0.4359708678677357,0.4311579886882203,0.4671365788783404,0.5413419114495933
VEGF signaling pathway,0.35927960659026104,0.3863960713666843,0.4902450100099723,0.43474083116036455,0.4089376564685249,0.47614052986349653,0.3507122610932689,0.4400624662951101,0.4006358002331888,0.3621898012606599,0.43235388049083384,0.4344832677156537,0.4616368105043804,0.3470355984316991,0.41863830591909196,0.4144769960014813,0.4352474117913145,0.32739011966349757,0.35792870142819966,0.434888865267314
Vascular smooth muscle contraction,0.3424270972813583,0.32935776117703913,0.3594906806507289,0.33590391175705775,0.33115559799165445,0.3340527648844377,0.3385575379967401,0.3218985858149941,0.3883990735288937,0.330866337229598,0.38381824229626754,0.3508950275323897,0.32194403555332085,0.3167832644080765,0.38080817757042634,0.3894690918165692,0.34776504521103,0.32710833755242347,0.3453061071034508,0.3599323729497053
Vibrio cholerae infection,0.4574833688048076,0.3289126761249504,0.4127037508705221,0.4202030220060686,0.5438574370698558,0.29298612271836766,0.4459324481936969,0.31914605575696897,0.48086550375522674,0.5820249203481026,0.3151638525456375,0.4744819381122809,0.4497363961214411,0.4732914603693072,0.5281695593963538,0.497761477225805,0.6406699371757809,0.6312514941869851,0.4979039325623351,0.4662855881755142
Viral carcinogenesis,0.786039361535171,0.671188465437547,0.6042530052416275,0.7383651563529808,0.6397097923283159,0.6847688147067187,0.7430860440254379,0.5597782480124014,0.3523298332766818,0.40024028315485644,0.6227587407524446,0.507920011658913,0.25182815659612895,0.5638661927407521,0.39797070126210987,0.2907764022621099,0.40532685203795765,0.3679634338729225,0.45851680923566196,0.562733758947242
Viral life cycle - HIV-1,0.31734025658333337,0.376070545,0.499441563,0.4284623995833334,0.2933212883333333,0.44650755616666665,0.49354954066666673,0.5740439173333333,0.7679975650833334,0.6278347875,0.3524969200833333,0.5410061540833334,0.49042774041666665,0.4475217036666667,0.6437714978333333,0.4991462315833333,0.6328015544166667,0.14241350775,0.3605304425,0.45650049458333336
Viral myocarditis,0.5096634449376284,0.4995729068501429,0.4717068419192078,0.46882487968569275,0.45868847448962446,0.3384827604827056,0.4164989279630016,0.44525137174813745,0.5471933009366077,0.4588358641608557,0.5603461064617461,0.505814547266212,0.42102693845424666,0.42592906553542076,0.6556585076509631,0.6662439967617861,0.5233043814622953,0.4005737240987081,0.4828498220495065,0.4962284935141983
Viral protein interaction with cytokine and cytokine receptor,0.45976193130499515,0.45976156931688417,0.264593657887702,0.32738370511591175,0.4101774455593903,0.38681669075978364,0.36138063019114575,0.2822790280369325,0.33367395980332065,0.3222884377511162,0.3454762946837281,0.26714816957107757,0.2748054233091788,0.28834416104393745,0.3818533601028217,0.347030652432163,0.34827168285028787,0.3846599634565982,0.28274279276536657,0.44244142092599414
cGMP-PKG signaling pathway,0.3393234873186192,0.30927546467354045,0.3309470212300229,0.31824373305902537,0.3187547348262671,0.337236981447536,0.29883537260967014,0.34129078447721156,0.35201955147338004,0.3057094108349908,0.34334444711785106,0.3209872981810958,0.28528797619472424,0.2891383900378567,0.34749667516929655,0.35831002432746195,0.3350733113154237,0.3483201731550102,0.3332365632360633,0.3561542966077482
mRNA surveillance pathway,0.30954183861533063,0.27315420645065985,0.3743917161899744,0.2750380221324119,0.15801638557708206,0.27451893317044923,0.20091087611695876,0.3864943214959345,0.4480243779214864,0.39164192080287774,0.26900060257187725,0.46077377488379667,0.36116553396463824,0.40914772561185525,0.45754648532579684,0.35566954598218625,0.46032076375487546,0.44580852871739585,0.243709942008358,0.4525312970799774
p53 signaling pathway,0.5112718934304248,0.6582950955349057,0.7121661762615765,0.36705651690291324,0.6034307369672026,0.611273766568106,0.5346301873648678,0.4724934641545096,0.5986548359915501,0.46728032339195513,0.42874854970022513,0.35325124181054046,0.6787192354051852,0.43455205873274,0.6573522419631113,0.5241174922187688,0.44592904586687887,0.672263220806873,0.6476352966665474,0.699090373248787
